video_id,task_id,candidate,episode_ix,success,own_score,robometer_score
task_0__bundle_k_1__episode_11,0,bundle_k_1,11,True,0.9110136032104492,0.6738723516464233
task_0__bundle_k_1__episode_12,0,bundle_k_1,12,True,0.861889660358429,0.6917287111282349
task_0__bundle_k_1__episode_13,0,bundle_k_1,13,False,0.8735789656639099,0.6080030202865601
task_0__bundle_k_1__episode_14,0,bundle_k_1,14,False,0.8840047121047974,0.3382129669189453
task_0__bundle_k_1__episode_15,0,bundle_k_1,15,False,0.8931609988212585,0.3016936779022217
task_0__bundle_k_1__episode_16,0,bundle_k_1,16,True,0.8891559839248657,0.6545932292938232
task_0__bundle_k_1__episode_17,0,bundle_k_1,17,False,0.901553213596344,0.21310263872146606
task_0__bundle_k_1__episode_18,0,bundle_k_1,18,True,0.8799297213554382,0.6384479999542236
task_0__bundle_k_1__episode_19,0,bundle_k_1,19,False,0.8568255305290222,0.3000917434692383
task_0__bundle_k_25__episode_00,0,bundle_k_25,0,True,0.8221777081489563,0.6357109546661377
task_0__bundle_k_25__episode_01,0,bundle_k_25,1,True,0.7892332077026367,0.637884795665741
task_0__bundle_k_25__episode_02,0,bundle_k_25,2,True,0.8335713744163513,0.6749728918075562
task_0__bundle_k_25__episode_03,0,bundle_k_25,3,True,0.836811900138855,0.6416601538658142
task_0__bundle_k_25__episode_04,0,bundle_k_25,4,True,0.8978153467178345,0.6539832353591919
task_0__bundle_k_25__episode_05,0,bundle_k_25,5,True,0.8404154181480408,0.724025309085846
task_0__bundle_k_25__episode_06,0,bundle_k_25,6,True,0.835188090801239,0.6780104041099548
task_0__bundle_k_25__episode_07,0,bundle_k_25,7,True,0.8393378257751465,0.705344557762146
task_0__bundle_k_25__episode_08,0,bundle_k_25,8,True,0.8607591390609741,0.645241379737854
task_0__bundle_k_25__episode_09,0,bundle_k_25,9,True,0.8538762927055359,0.6854212284088135
task_0__bundle_k_25__episode_10,0,bundle_k_25,10,True,0.74037766456604,0.6314161419868469
task_0__bundle_k_25__episode_11,0,bundle_k_25,11,False,0.8109552264213562,0.17604632675647736
task_0__bundle_k_25__episode_12,0,bundle_k_25,12,False,0.9024419784545898,0.6736829876899719
task_0__bundle_k_25__episode_13,0,bundle_k_25,13,True,0.8126888275146484,0.6999198794364929
task_0__bundle_k_25__episode_14,0,bundle_k_25,14,False,0.7346434593200684,0.20527081191539764
task_0__bundle_k_25__episode_15,0,bundle_k_25,15,True,0.6411088705062866,0.6181727647781372
task_0__bundle_k_25__episode_16,0,bundle_k_25,16,True,0.8280432224273682,0.6961944699287415
task_0__bundle_k_25__episode_17,0,bundle_k_25,17,False,0.8829699158668518,0.6939191222190857
task_0__bundle_k_25__episode_18,0,bundle_k_25,18,True,0.8856175541877747,0.6449403166770935
task_0__bundle_k_25__episode_19,0,bundle_k_25,19,False,0.9026129841804504,0.2652898132801056
task_0__bundle_k_2__episode_00,0,bundle_k_2,0,True,0.8037806153297424,0.5624487400054932
task_0__bundle_k_2__episode_01,0,bundle_k_2,1,True,0.859468400478363,0.5672186017036438
task_0__bundle_k_2__episode_02,0,bundle_k_2,2,False,0.8196649551391602,0.4460899829864502
task_0__bundle_k_2__episode_03,0,bundle_k_2,3,True,0.7301474213600159,0.5993328094482422
task_0__bundle_k_2__episode_04,0,bundle_k_2,4,True,0.7638882398605347,0.6982845067977905
task_0__bundle_k_2__episode_05,0,bundle_k_2,5,True,0.7840074896812439,0.5747975707054138
task_0__bundle_k_2__episode_06,0,bundle_k_2,6,False,0.7316163778305054,0.1488349437713623
task_0__bundle_k_2__episode_07,0,bundle_k_2,7,True,0.8148651123046875,0.6714242696762085
task_0__bundle_k_2__episode_08,0,bundle_k_2,8,True,0.6574372053146362,0.6473375558853149
task_0__bundle_k_2__episode_09,0,bundle_k_2,9,True,0.7912783622741699,0.674522876739502
task_0__bundle_k_2__episode_10,0,bundle_k_2,10,True,0.7799417972564697,0.7121087312698364
task_0__bundle_k_2__episode_11,0,bundle_k_2,11,True,0.8151151537895203,0.7442196607589722
task_0__bundle_k_2__episode_12,0,bundle_k_2,12,True,0.8768865466117859,0.7360750436782837
task_0__bundle_k_2__episode_13,0,bundle_k_2,13,True,0.8442493081092834,0.6919170618057251
task_0__bundle_k_2__episode_14,0,bundle_k_2,14,False,0.9253345727920532,0.6201467514038086
task_0__bundle_k_2__episode_15,0,bundle_k_2,15,True,0.6171011328697205,0.6730436682701111
task_0__bundle_k_2__episode_16,0,bundle_k_2,16,True,0.6684982776641846,0.646743893623352
task_0__bundle_k_2__episode_17,0,bundle_k_2,17,False,0.8662937879562378,0.4250606298446655
task_0__bundle_k_2__episode_18,0,bundle_k_2,18,True,0.8500444889068604,0.6817052364349365
task_0__bundle_k_2__episode_19,0,bundle_k_2,19,True,0.8658859133720398,0.6057325005531311
task_0__bundle_k_3__episode_00,0,bundle_k_3,0,True,0.7819091081619263,0.4394472539424896
task_0__bundle_k_3__episode_01,0,bundle_k_3,1,True,0.7500240802764893,0.6475453972816467
task_0__bundle_k_3__episode_02,0,bundle_k_3,2,True,0.8640168905258179,0.6773333549499512
task_0__bundle_k_3__episode_03,0,bundle_k_3,3,True,0.7829009294509888,0.672473669052124
task_0__bundle_k_3__episode_04,0,bundle_k_3,4,True,0.7870380878448486,0.4998248219490051
task_0__bundle_k_3__episode_05,0,bundle_k_3,5,False,0.8216971158981323,0.14663651585578918
task_0__bundle_k_3__episode_06,0,bundle_k_3,6,True,0.8483786582946777,0.6257981061935425
task_0__bundle_k_3__episode_07,0,bundle_k_3,7,False,0.9173022508621216,0.655298113822937
task_0__bundle_k_3__episode_08,0,bundle_k_3,8,False,0.7597501873970032,0.39216992259025574
task_0__bundle_k_3__episode_09,0,bundle_k_3,9,False,0.8488917946815491,0.35213330388069153
task_0__bundle_k_3__episode_10,0,bundle_k_3,10,True,0.8487833142280579,0.6855602860450745
task_0__bundle_k_3__episode_11,0,bundle_k_3,11,True,0.7854130268096924,0.6563751697540283
task_0__bundle_k_3__episode_12,0,bundle_k_3,12,True,0.8456311225891113,0.6205169558525085
task_0__bundle_k_3__episode_13,0,bundle_k_3,13,True,0.8692167401313782,0.6774853467941284
task_0__bundle_k_3__episode_14,0,bundle_k_3,14,False,0.803795337677002,0.5167900919914246
task_0__bundle_k_3__episode_15,0,bundle_k_3,15,True,0.6831440329551697,0.6612059473991394
task_0__bundle_k_3__episode_16,0,bundle_k_3,16,True,0.8130287528038025,0.646113395690918
task_0__bundle_k_3__episode_17,0,bundle_k_3,17,False,0.8464151620864868,0.30767637491226196
task_0__bundle_k_3__episode_18,0,bundle_k_3,18,True,0.8953497409820557,0.4196740984916687
task_0__bundle_k_3__episode_19,0,bundle_k_3,19,False,0.8762437701225281,0.15853466093540192
task_0__bundle_k_5__episode_00,0,bundle_k_5,0,False,0.8081822395324707,0.4095143675804138
task_0__bundle_k_5__episode_01,0,bundle_k_5,1,True,0.8761781454086304,0.6577664613723755
task_0__bundle_k_5__episode_02,0,bundle_k_5,2,True,0.8906168341636658,0.5849525928497314
task_0__bundle_k_5__episode_03,0,bundle_k_5,3,True,0.7275378108024597,0.6286438703536987
task_0__bundle_k_5__episode_04,0,bundle_k_5,4,True,0.8794201016426086,0.7259272336959839
task_0__bundle_k_5__episode_05,0,bundle_k_5,5,True,0.8394438624382019,0.6266804337501526
task_0__bundle_k_5__episode_06,0,bundle_k_5,6,True,0.8175052404403687,0.6248654723167419
task_0__bundle_k_5__episode_07,0,bundle_k_5,7,True,0.7860149145126343,0.5794090032577515
task_0__bundle_k_5__episode_08,0,bundle_k_5,8,True,0.7501222491264343,0.6343098878860474
task_0__bundle_k_5__episode_09,0,bundle_k_5,9,True,0.8674734234809875,0.6691128611564636
task_0__bundle_k_5__episode_10,0,bundle_k_5,10,True,0.8463932871818542,0.6790310144424438
task_0__bundle_k_5__episode_11,0,bundle_k_5,11,True,0.829639732837677,0.647436261177063
task_0__bundle_k_5__episode_12,0,bundle_k_5,12,True,0.7917207479476929,0.5441074967384338
task_0__bundle_k_5__episode_13,0,bundle_k_5,13,True,0.8161754608154297,0.672680139541626
task_0__bundle_k_5__episode_14,0,bundle_k_5,14,True,0.8706692457199097,0.6513279676437378
task_0__bundle_k_5__episode_15,0,bundle_k_5,15,True,0.7648804783821106,0.7530555129051208
task_0__bundle_k_5__episode_16,0,bundle_k_5,16,True,0.6889561414718628,0.6933633685112
task_0__bundle_k_5__episode_17,0,bundle_k_5,17,False,0.7102130651473999,0.4895919859409332
task_0__bundle_k_5__episode_18,0,bundle_k_5,18,True,0.812661349773407,0.6322227716445923
task_0__bundle_k_5__episode_19,0,bundle_k_5,19,True,0.83648282289505,0.6758482456207275
task_0__pretrain__episode_00,0,pretrain,0,False,0.7344037890434265,0.19625557959079742
task_0__pretrain__episode_01,0,pretrain,1,False,0.8386635184288025,0.17352309823036194
task_0__pretrain__episode_02,0,pretrain,2,False,0.8326914310455322,0.41499340534210205
task_0__pretrain__episode_03,0,pretrain,3,False,0.7744543552398682,0.5754360556602478
task_0__pretrain__episode_04,0,pretrain,4,False,0.7278821468353271,0.5589645504951477
task_0__pretrain__episode_05,0,pretrain,5,False,0.7623937129974365,0.161734476685524
task_0__pretrain__episode_06,0,pretrain,6,False,0.7447513937950134,0.5590645670890808
task_0__pretrain__episode_07,0,pretrain,7,False,0.84066241979599,0.5328240394592285
task_0__pretrain__episode_08,0,pretrain,8,False,0.8132175207138062,0.6348958611488342
task_0__pretrain__episode_09,0,pretrain,9,False,0.7065417170524597,0.5457878112792969
task_0__pretrain__episode_10,0,pretrain,10,False,0.7148354649543762,0.36020228266716003
task_0__pretrain__episode_11,0,pretrain,11,False,0.7261490225791931,0.15030963718891144
task_0__pretrain__episode_12,0,pretrain,12,False,0.6098231673240662,0.10524626076221466
task_0__pretrain__episode_13,0,pretrain,13,False,0.8458566069602966,0.46994757652282715
task_0__pretrain__episode_14,0,pretrain,14,False,0.8383351564407349,0.26635849475860596
task_0__pretrain__episode_15,0,pretrain,15,False,0.7831941246986389,0.16432607173919678
task_0__pretrain__episode_16,0,pretrain,16,False,0.7305866479873657,0.41618964076042175
task_0__pretrain__episode_17,0,pretrain,17,False,0.8703671097755432,0.5562658309936523
task_0__pretrain__episode_18,0,pretrain,18,False,0.7851404547691345,0.4198452830314636
task_0__pretrain__episode_19,0,pretrain,19,False,0.8366918563842773,0.5868223309516907
task_1__bundle_k_10__episode_00,1,bundle_k_10,0,True,0.9122415781021118,0.3447935879230499
task_1__bundle_k_10__episode_01,1,bundle_k_10,1,True,0.9171611070632935,0.30280667543411255
task_1__bundle_k_10__episode_02,1,bundle_k_10,2,True,0.8907081484794617,0.45406579971313477
task_1__bundle_k_10__episode_03,1,bundle_k_10,3,True,0.8244286179542542,0.2804330587387085
task_1__bundle_k_10__episode_04,1,bundle_k_10,4,True,0.6820958852767944,0.2714531421661377
task_1__bundle_k_10__episode_05,1,bundle_k_10,5,True,0.9211301803588867,0.49586233496665955
task_1__bundle_k_10__episode_06,1,bundle_k_10,6,True,0.9050843715667725,0.40256938338279724
task_1__bundle_k_10__episode_07,1,bundle_k_10,7,True,0.9079457521438599,0.555385172367096
task_1__bundle_k_10__episode_08,1,bundle_k_10,8,True,0.9078882336616516,0.5778179168701172
task_1__bundle_k_10__episode_09,1,bundle_k_10,9,True,0.9190483093261719,0.5259755253791809
task_1__bundle_k_10__episode_10,1,bundle_k_10,10,False,0.5752782821655273,0.48021695017814636
task_1__bundle_k_10__episode_11,1,bundle_k_10,11,True,0.8560015559196472,0.40675491094589233
task_1__bundle_k_10__episode_12,1,bundle_k_10,12,True,0.8946831822395325,0.5528810620307922
task_1__bundle_k_10__episode_13,1,bundle_k_10,13,True,0.8646493554115295,0.5736221671104431
task_1__bundle_k_10__episode_14,1,bundle_k_10,14,True,0.8972747325897217,0.40344181656837463
task_1__bundle_k_10__episode_15,1,bundle_k_10,15,True,0.9231859445571899,0.18180829286575317
task_1__bundle_k_10__episode_16,1,bundle_k_10,16,True,0.9278890490531921,0.5943692922592163
task_1__bundle_k_10__episode_17,1,bundle_k_10,17,True,0.7963194847106934,0.2528347373008728
task_1__bundle_k_10__episode_18,1,bundle_k_10,18,True,0.9094210267066956,0.37597501277923584
task_1__bundle_k_10__episode_19,1,bundle_k_10,19,True,0.9176143407821655,0.4490715265274048
task_1__bundle_k_1__episode_00,1,bundle_k_1,0,True,0.8562759757041931,0.34379351139068604
task_1__bundle_k_1__episode_01,1,bundle_k_1,1,False,0.5109223127365112,0.18259833753108978
task_1__bundle_k_1__episode_02,1,bundle_k_1,2,True,0.8083564639091492,0.45969724655151367
task_1__bundle_k_1__episode_03,1,bundle_k_1,3,True,0.8519256114959717,0.48868972063064575
task_1__bundle_k_1__episode_04,1,bundle_k_1,4,True,0.8567731380462646,0.5733246803283691
task_1__bundle_k_1__episode_05,1,bundle_k_1,5,True,0.8621817231178284,0.5089094042778015
task_1__bundle_k_1__episode_06,1,bundle_k_1,6,True,0.8443912863731384,0.5429908037185669
task_1__bundle_k_1__episode_07,1,bundle_k_1,7,True,0.8810006380081177,0.2885637581348419
task_1__bundle_k_1__episode_08,1,bundle_k_1,8,True,0.8855019211769104,0.4305392801761627
task_1__bundle_k_1__episode_09,1,bundle_k_1,9,True,0.8838643431663513,0.5639554262161255
task_1__bundle_k_1__episode_10,1,bundle_k_1,10,True,0.8768201470375061,0.3961452841758728
task_1__bundle_k_1__episode_11,1,bundle_k_1,11,True,0.8469173908233643,0.5444366335868835
task_1__bundle_k_1__episode_12,1,bundle_k_1,12,True,0.8655532002449036,0.47787636518478394
task_1__bundle_k_1__episode_13,1,bundle_k_1,13,True,0.8069272637367249,0.39179396629333496
task_1__bundle_k_1__episode_14,1,bundle_k_1,14,True,0.8758253455162048,0.4732741117477417
task_1__bundle_k_1__episode_15,1,bundle_k_1,15,True,0.8761971592903137,0.2334304302930832
task_1__bundle_k_1__episode_16,1,bundle_k_1,16,True,0.8694809675216675,0.25926637649536133
task_1__bundle_k_1__episode_17,1,bundle_k_1,17,True,0.8347949385643005,0.281909316778183
task_1__bundle_k_1__episode_18,1,bundle_k_1,18,False,0.5923434495925903,0.22003844380378723
task_1__bundle_k_1__episode_19,1,bundle_k_1,19,True,0.8573192954063416,0.40731072425842285
task_1__bundle_k_25__episode_00,1,bundle_k_25,0,True,0.9048638343811035,0.29353058338165283
task_1__bundle_k_25__episode_01,1,bundle_k_25,1,True,0.9060026407241821,0.44372063875198364
task_1__bundle_k_25__episode_02,1,bundle_k_25,2,True,0.8931908011436462,0.6152836680412292
task_1__bundle_k_25__episode_03,1,bundle_k_25,3,True,0.8163380026817322,0.28864219784736633
task_1__bundle_k_25__episode_04,1,bundle_k_25,4,True,0.8487108945846558,0.21128441393375397
task_1__bundle_k_25__episode_05,1,bundle_k_25,5,True,0.9023106694221497,0.5640143156051636
task_1__bundle_k_25__episode_06,1,bundle_k_25,6,True,0.8865976929664612,0.28003132343292236
task_1__bundle_k_25__episode_07,1,bundle_k_25,7,False,0.7424147725105286,0.19695958495140076
task_1__bundle_k_25__episode_08,1,bundle_k_25,8,True,0.905614972114563,0.51808100938797
task_1__bundle_k_25__episode_09,1,bundle_k_25,9,True,0.8869814872741699,0.5792528986930847
task_1__bundle_k_25__episode_10,1,bundle_k_25,10,True,0.8691309094429016,0.24320098757743835
task_1__bundle_k_25__episode_11,1,bundle_k_25,11,True,0.8667332530021667,0.32960766553878784
task_1__bundle_k_25__episode_12,1,bundle_k_25,12,True,0.8801565766334534,0.5558692216873169
task_1__bundle_k_25__episode_13,1,bundle_k_25,13,True,0.9141876697540283,0.2670382857322693
task_1__bundle_k_25__episode_14,1,bundle_k_25,14,True,0.908940851688385,0.24692414700984955
task_1__bundle_k_25__episode_15,1,bundle_k_25,15,True,0.8683661818504333,0.23539851605892181
task_1__bundle_k_25__episode_16,1,bundle_k_25,16,True,0.9354024529457092,0.43257656693458557
task_1__bundle_k_25__episode_17,1,bundle_k_25,17,True,0.8846747875213623,0.3325066566467285
task_1__bundle_k_25__episode_18,1,bundle_k_25,18,True,0.8660025000572205,0.35069286823272705
task_1__bundle_k_25__episode_19,1,bundle_k_25,19,True,0.9204726815223694,0.4715380370616913
task_1__bundle_k_2__episode_00,1,bundle_k_2,0,True,0.8814752101898193,0.25750815868377686
task_1__bundle_k_2__episode_01,1,bundle_k_2,1,True,0.8029274940490723,0.5004516839981079
task_1__bundle_k_2__episode_02,1,bundle_k_2,2,True,0.8938372731208801,0.2997640371322632
task_1__bundle_k_2__episode_03,1,bundle_k_2,3,True,0.8650202751159668,0.45812171697616577
task_1__bundle_k_2__episode_04,1,bundle_k_2,4,True,0.8892197012901306,0.30276843905448914
task_1__bundle_k_2__episode_05,1,bundle_k_2,5,True,0.8893511891365051,0.27174505591392517
task_1__bundle_k_2__episode_06,1,bundle_k_2,6,True,0.8815329074859619,0.27769985795021057
task_1__bundle_k_2__episode_07,1,bundle_k_2,7,True,0.9248948097229004,0.32820358872413635
task_1__bundle_k_2__episode_08,1,bundle_k_2,8,True,0.9187651872634888,0.40126439929008484
task_1__bundle_k_2__episode_09,1,bundle_k_2,9,True,0.8828409314155579,0.5012997388839722
task_1__bundle_k_2__episode_10,1,bundle_k_2,10,True,0.8831999897956848,0.4301603138446808
task_1__bundle_k_2__episode_11,1,bundle_k_2,11,True,0.8504001498222351,0.6516801714897156
task_1__bundle_k_2__episode_12,1,bundle_k_2,12,True,0.886363685131073,0.251853883266449
task_1__bundle_k_2__episode_13,1,bundle_k_2,13,True,0.7971007227897644,0.45629292726516724
task_1__bundle_k_2__episode_14,1,bundle_k_2,14,True,0.8776670694351196,0.22377300262451172
task_1__bundle_k_2__episode_15,1,bundle_k_2,15,True,0.8915492296218872,0.3283163607120514
task_1__bundle_k_2__episode_16,1,bundle_k_2,16,True,0.9137913584709167,0.23092834651470184
task_1__bundle_k_2__episode_17,1,bundle_k_2,17,True,0.8902971744537354,0.2024582028388977
task_1__bundle_k_2__episode_18,1,bundle_k_2,18,True,0.8347249031066895,0.4447823464870453
task_1__bundle_k_2__episode_19,1,bundle_k_2,19,True,0.9089954495429993,0.3538781404495239
task_1__bundle_k_3__episode_00,1,bundle_k_3,0,True,0.8909479379653931,0.234781414270401
task_1__bundle_k_3__episode_01,1,bundle_k_3,1,True,0.8871397972106934,0.34463146328926086
task_1__bundle_k_3__episode_02,1,bundle_k_3,2,False,0.37262436747550964,0.1490786075592041
task_1__bundle_k_3__episode_03,1,bundle_k_3,3,True,0.8508010506629944,0.6296987533569336
task_1__bundle_k_3__episode_04,1,bundle_k_3,4,True,0.8955366611480713,0.4674508273601532
task_1__bundle_k_3__episode_05,1,bundle_k_3,5,True,0.9106265306472778,0.5629780888557434
task_1__bundle_k_3__episode_06,1,bundle_k_3,6,True,0.761252760887146,0.6107279658317566
task_1__bundle_k_3__episode_07,1,bundle_k_3,7,True,0.8922251462936401,0.25646623969078064
task_1__bundle_k_3__episode_08,1,bundle_k_3,8,True,0.8864176869392395,0.6047165393829346
task_1__bundle_k_3__episode_09,1,bundle_k_3,9,True,0.8895622491836548,0.43614768981933594
task_1__bundle_k_3__episode_10,1,bundle_k_3,10,True,0.9095531702041626,0.5698262453079224
task_1__bundle_k_3__episode_11,1,bundle_k_3,11,True,0.8676403760910034,0.6061180233955383
task_1__bundle_k_3__episode_12,1,bundle_k_3,12,True,0.8951384425163269,0.44722139835357666
task_1__bundle_k_3__episode_13,1,bundle_k_3,13,True,0.8723583817481995,0.33492404222488403
task_1__bundle_k_3__episode_14,1,bundle_k_3,14,True,0.8956910967826843,0.3921593725681305
task_1__bundle_k_3__episode_15,1,bundle_k_3,15,True,0.7877919673919678,0.2796618342399597
task_1__bundle_k_3__episode_16,1,bundle_k_3,16,True,0.9080856442451477,0.17848241329193115
task_1__bundle_k_3__episode_17,1,bundle_k_3,17,True,0.8293949365615845,0.24649345874786377
task_1__bundle_k_3__episode_18,1,bundle_k_3,18,True,0.8449267148971558,0.362615168094635
task_1__bundle_k_3__episode_19,1,bundle_k_3,19,True,0.8520762920379639,0.40964096784591675
task_1__bundle_k_5__episode_00,1,bundle_k_5,0,True,0.8797818422317505,0.45854800939559937
task_1__bundle_k_5__episode_01,1,bundle_k_5,1,True,0.8935711979866028,0.44027072191238403
task_1__bundle_k_5__episode_02,1,bundle_k_5,2,True,0.7774760723114014,0.30925559997558594
task_1__bundle_k_5__episode_03,1,bundle_k_5,3,True,0.8975747227668762,0.46754467487335205
task_1__bundle_k_5__episode_04,1,bundle_k_5,4,True,0.8624523282051086,0.44030699133872986
task_1__bundle_k_5__episode_05,1,bundle_k_5,5,True,0.8797371983528137,0.4300107955932617
task_1__bundle_k_5__episode_06,1,bundle_k_5,6,True,0.8342293500900269,0.5752383470535278
task_1__bundle_k_5__episode_07,1,bundle_k_5,7,True,0.906234085559845,0.45570674538612366
task_1__bundle_k_5__episode_08,1,bundle_k_5,8,True,0.9082911014556885,0.33272096514701843
task_1__bundle_k_5__episode_09,1,bundle_k_5,9,True,0.8903452157974243,0.4984433650970459
task_1__bundle_k_5__episode_10,1,bundle_k_5,10,True,0.8947445154190063,0.6297100782394409
task_1__bundle_k_5__episode_11,1,bundle_k_5,11,True,0.8378108143806458,0.5159850716590881
task_1__bundle_k_5__episode_12,1,bundle_k_5,12,True,0.8916682004928589,0.29931432008743286
task_1__bundle_k_5__episode_13,1,bundle_k_5,13,True,0.9113950133323669,0.41145604848861694
task_1__bundle_k_5__episode_14,1,bundle_k_5,14,True,0.9164958596229553,0.3054550886154175
task_1__bundle_k_5__episode_15,1,bundle_k_5,15,True,0.8885186910629272,0.5791376829147339
task_1__bundle_k_5__episode_16,1,bundle_k_5,16,True,0.8566122055053711,0.30855777859687805
task_1__bundle_k_5__episode_17,1,bundle_k_5,17,False,0.797869086265564,0.17725592851638794
task_1__bundle_k_5__episode_18,1,bundle_k_5,18,True,0.8478754758834839,0.2513780891895294
task_1__bundle_k_5__episode_19,1,bundle_k_5,19,True,0.909990131855011,0.5204846262931824
task_1__pretrain__episode_00,1,pretrain,0,False,0.6835885643959045,0.40791481733322144
task_1__pretrain__episode_01,1,pretrain,1,False,0.9233789443969727,0.2609458863735199
task_1__pretrain__episode_02,1,pretrain,2,False,0.8335771560668945,0.5903102159500122
task_1__pretrain__episode_03,1,pretrain,3,False,0.6337056159973145,0.5749211311340332
task_1__pretrain__episode_04,1,pretrain,4,False,0.8194206953048706,0.54450923204422
task_1__pretrain__episode_05,1,pretrain,5,False,0.8000408411026001,0.24904704093933105
task_1__pretrain__episode_06,1,pretrain,6,False,0.8880431056022644,0.18707247078418732
task_1__pretrain__episode_07,1,pretrain,7,False,0.7254900932312012,0.3830590546131134
task_1__pretrain__episode_08,1,pretrain,8,False,0.7945426106452942,0.46685755252838135
task_1__pretrain__episode_09,1,pretrain,9,False,0.8714823722839355,0.5537641048431396
task_1__pretrain__episode_10,1,pretrain,10,False,0.8581250905990601,0.6120293736457825
task_1__pretrain__episode_11,1,pretrain,11,False,0.9044257402420044,0.5952299237251282
task_1__pretrain__episode_12,1,pretrain,12,False,0.7876602411270142,0.3786500096321106
task_1__pretrain__episode_13,1,pretrain,13,False,0.6444995403289795,0.5896750092506409
task_1__pretrain__episode_14,1,pretrain,14,False,0.7394670248031616,0.5706062316894531
task_1__pretrain__episode_15,1,pretrain,15,False,0.6085920929908752,0.43530720472335815
task_1__pretrain__episode_16,1,pretrain,16,False,0.9178045392036438,0.5924600958824158
task_1__pretrain__episode_17,1,pretrain,17,False,0.5833653211593628,0.6383215188980103
task_1__pretrain__episode_18,1,pretrain,18,False,0.8426216244697571,0.32912126183509827
task_1__pretrain__episode_19,1,pretrain,19,False,0.8264287710189819,0.5316901206970215
task_2__bundle_k_10__episode_00,2,bundle_k_10,0,True,0.9133805632591248,0.8448010683059692
task_2__bundle_k_10__episode_01,2,bundle_k_10,1,True,0.6826191544532776,0.8346683979034424
task_2__bundle_k_10__episode_02,2,bundle_k_10,2,True,0.9108167290687561,0.8049144148826599
task_2__bundle_k_10__episode_03,2,bundle_k_10,3,False,0.334457129240036,0.7861618995666504
task_2__bundle_k_10__episode_04,2,bundle_k_10,4,True,0.8921450972557068,0.8531979322433472
task_2__bundle_k_10__episode_05,2,bundle_k_10,5,True,0.9047357439994812,0.8502860069274902
task_2__bundle_k_10__episode_06,2,bundle_k_10,6,True,0.844144880771637,0.8384859561920166
task_2__bundle_k_10__episode_07,2,bundle_k_10,7,True,0.8783978819847107,0.8529502749443054
task_2__bundle_k_10__episode_08,2,bundle_k_10,8,True,0.837071418762207,0.799133837223053
task_2__bundle_k_10__episode_09,2,bundle_k_10,9,True,0.7042058110237122,0.8096529841423035
